case,width,height,draw_width,draw_height,index,simulation_publish_ms,edt_dispatch_ms,edt_paint_ms,published,enemies,player_bullets,enemy_bullets,particles
world2_normal_600,600,400,600,375,108,6.669600,0.083200,2.452700,true,6,32,12,120
world2_normal_600,600,400,600,375,109,8.732600,0.084100,2.346200,true,6,32,12,120
world2_normal_600,600,400,600,375,110,6.591600,0.070100,2.341200,true,6,32,12,120
world2_normal_600,600,400,600,375,111,6.605000,0.070900,2.168900,true,6,32,12,120
world2_normal_600,600,400,600,375,112,6.831000,0.096400,2.719400,true,6,32,12,120
world2_normal_600,600,400,600,375,113,7.166200,0.088400,2.457500,true,6,32,12,120
world2_normal_600,600,400,600,375,114,6.706300,0.085900,2.282000,true,6,32,12,120
world2_normal_600,600,400,600,375,115,6.794300,0.099900,2.516700,true,6,32,12,120
world2_normal_600,600,400,600,375,116,6.671200,0.082500,2.378900,true,6,32,12,120
world2_normal_600,600,400,600,375,117,6.691900,0.065600,2.273400,true,6,32,12,120
world2_normal_600,600,400,600,375,118,6.951400,0.088600,2.526900,true,6,32,12,120
world2_normal_600,600,400,600,375,119,7.076500,0.076800,2.497400,true,6,32,12,120
world2_normal_600,600,400,600,375,120,6.663000,0.065200,2.203700,true,6,32,12,120
world2_normal_600,600,400,600,375,121,6.586100,0.069600,2.486200,true,6,32,12,120
world2_normal_600,600,400,600,375,122,7.294100,0.062600,2.431400,true,6,32,12,120
world2_normal_600,600,400,600,375,123,6.692500,0.083100,2.355900,true,6,32,12,120
world2_normal_600,600,400,600,375,124,6.645700,0.071700,2.375100,true,6,32,12,120
world2_normal_600,600,400,600,375,125,6.709700,0.085100,2.381900,true,6,32,12,120
world2_normal_600,600,400,600,375,126,6.564000,0.075900,2.313400,true,6,32,12,120
world2_normal_600,600,400,600,375,127,6.782800,0.085000,2.656100,true,6,32,12,120
